recency,sales,zip_code,newbie,channel,segment,product_category,age,frequency,gender
3,29.99,Surburban,1,Web,Single,1,33,6,female
7,55.26,Surburban,0,Web,Married,3,39,3,male
9,29.99,Surburban,1,Brick&Mortar,Married,3,43,9,male
12,29.99,Surburban,1,Web,Married with children,4,42,7,female
1,464.45,Urban,0,Brick&Mortar,Married,5,55,10,both
10,177.55,Urban,0,Brick&Mortar,Married,4,31,9,female
6,637.97,Surburban,1,Brick&Mortar,Single,2,30,2,male
4,407.59,Urban,0,Social,Married with children,2,50,10,male
9,105.27,Rural,0,Web,Married with children,4,37,7,male
12,166.34,Rural,0,Web,Married with children,3,38,7,female
1,103.46,Urban,1,Brick&Mortar,Single,1,18,3,male
9,366.56,Urban,0,Brick&Mortar,Single,3,40,6,male
7,156.75,Surburban,0,Web,Single,1,20,3,male
2,215.55,Surburban,1,Web,Married,3,42,4,both
10,72.93,Rural,0,Web,Married with children,6,38,6,male
10,110.29,Urban,0,Web,Married,6,55,3,female
3,255.29,Surburban,1,Web,Single,6,48,8,female
2,417.04,Surburban,1,Web,Married,2,25,9,female
6,29.99,Urban,0,Brick&Mortar,Married with children,2,30,5,female
5,276.27,Urban,1,Social,Single,1,31,1,female
1,1047.82,Urban,1,Social,Married with children,6,48,6,male
3,131.27,Surburban,0,Web,Married with children,6,47,7,female
2,215.76,Surburban,1,Brick&Mortar,Married with children,5,46,1,male
11,129.15,Surburban,0,Brick&Mortar,Single,5,53,5,female
6,38.52,Urban,0,Web,Married,6,49,6,male
6,60.88,Surburban,1,Brick&Mortar,Single,5,45,8,male
9,415.77,Urban,0,Web,Married,6,40,5,male
3,659.89,Surburban,1,Web,Single,2,19,10,both
6,29.99,Urban,1,Web,Single,5,47,7,male
1,29.99,Urban,1,Web,Married,5,48,2,male
2,356.27,Urban,0,Brick&Mortar,Married with children,4,35,10,female
4,195.11,Surburban,1,Web,Single,3,35,1,male
1,173.29,Urban,1,Brick&Mortar,Married with children,1,22,9,female
3,40.39,Rural,0,Web,Married with children,4,40,1,male
4,333.9,Urban,1,Social,Married with children,3,53,4,male
6,29.99,Surburban,0,Web,Married with children,5,49,10,female
1,101.44,Surburban,0,Brick&Mortar,Single,2,21,7,female
3,1306.69,Urban,1,Brick&Mortar,Married with children,4,36,5,both
12,44.6,Surburban,0,Brick&Mortar,Married with children,3,20,4,male
5,614.54,Urban,1,Brick&Mortar,Married,2,24,10,both
6,114.53,Rural,0,Brick&Mortar,Married,1,23,1,male
4,174.95,Surburban,0,Brick&Mortar,Married,4,38,2,female
7,257.45,Surburban,1,Web,Married with children,5,45,5,female
11,557.17,Surburban,1,Web,Single,3,32,8,male
10,260.67,Urban,1,Brick&Mortar,Married,2,19,6,male
8,210.06,Surburban,0,Social,Married,1,48,2,male
3,33.35,Surburban,0,Web,Married with children,5,50,10,male
3,141.9,Urban,1,Web,Married,5,55,6,male
8,43.16,Urban,1,Brick&Mortar,Single,3,46,4,female
7,554.77,Surburban,1,Web,Married with children,1,18,9,female
7,204.87,Surburban,0,Web,Single,5,54,10,male
5,489.08,Surburban,1,Web,Single,4,34,2,female
1,54.58,Urban,0,Brick&Mortar,Married,6,44,2,female
7,230.55,Urban,1,Brick&Mortar,Single,4,54,5,female
2,203.35,Rural,0,Web,Single,5,38,7,male
3,402.33,Surburban,0,Social,Married with children,2,23,1,female
1,29.99,Rural,0,Web,Single,4,36,8,female
10,468.27,Urban,1,Social,Married with children,6,47,4,both
4,144.47,Surburban,0,Brick&Mortar,Married with children,6,45,5,male
7,124.04,Urban,1,Brick&Mortar,Married,1,18,1,female
7,70.47,Rural,1,Web,Single,4,36,10,male
10,183.34,Urban,1,Web,Married,4,31,3,female
3,191.82,Urban,0,Brick&Mortar,Single,4,54,5,female
12,113.93,Urban,1,Web,Single,1,31,9,male
2,210.21,Surburban,0,Brick&Mortar,Married with children,2,30,7,male
2,404.04,Urban,0,Brick&Mortar,Married with children,6,53,5,male
5,74.74,Urban,0,Brick&Mortar,Single,6,46,6,male
11,89.36,Surburban,1,Web,Married,1,19,7,female
5,62.55,Surburban,0,Web,Single,6,48,3,male
10,575.04,Urban,1,Social,Married,1,24,8,male
9,669.18,Surburban,1,Brick&Mortar,Married,5,50,10,both
1,105.28,Surburban,1,Web,Married with children,3,33,10,male
9,444.82,Urban,0,Social,Married with children,4,54,2,male
7,53.47,Urban,0,Brick&Mortar,Single,4,43,8,male
1,37.55,Surburban,0,Brick&Mortar,Married with children,3,33,3,female
3,29.99,Urban,0,Brick&Mortar,Married,3,32,10,female
6,241.84,Surburban,1,Social,Married,4,42,4,both
7,449.3,Surburban,0,Social,Married with children,5,46,3,both
12,120.37,Urban,1,Brick&Mortar,Married,4,40,1,male
1,1049.71,Surburban,1,Social,Married,2,24,6,both
7,79.02,Surburban,1,Brick&Mortar,Married,1,26,9,male
9,437.15,Rural,0,Brick&Mortar,Single,3,43,7,male
2,67.51,Surburban,1,Brick&Mortar,Single,5,53,6,female
5,57.25,Rural,0,Brick&Mortar,Married with children,4,23,8,male
2,281.53,Urban,0,Web,Married,3,48,5,both
2,29.99,Urban,0,Web,Married,6,46,4,male
3,74.42,Rural,1,Web,Single,4,22,1,female
8,240.06,Urban,0,Web,Single,5,30,6,female
10,29.99,Surburban,0,Web,Married with children,2,25,9,female
11,162.13,Surburban,0,Brick&Mortar,Married with children,3,33,8,male
2,497.18,Rural,0,Web,Married,3,32,9,female
6,29.99,Surburban,1,Brick&Mortar,Married with children,5,49,9,female
9,34.25,Urban,0,Brick&Mortar,Married with children,6,51,3,female
2,63.81,Surburban,1,Web,Single,4,34,9,female
10,58.86,Urban,1,Web,Married,1,19,1,male
12,114.82,Surburban,0,Brick&Mortar,Married with children,1,30,7,male
3,111.72,Urban,0,Web,Single,4,35,2,female
8,517.94,Surburban,1,Social,Married with children,3,34,10,male
4,412.95,Urban,0,Web,Married with children,2,30,6,male
6,457.75,Urban,0,Brick&Mortar,Married with children,3,19,3,male
5,233.96,Urban,1,Web,Married,1,39,7,female
4,411.97,Surburban,0,Social,Married,3,25,2,male
4,529.12,Surburban,1,Brick&Mortar,Single,3,42,10,male
2,66.99,Urban,0,Web,Married,3,37,3,female
4,760.94,Surburban,1,Social,Single,6,55,10,male
1,397.46,Urban,0,Web,Married with children,4,38,2,both
7,215.21,Surburban,0,Web,Single,5,41,5,female
10,417.6,Surburban,0,Brick&Mortar,Married,3,40,7,female
3,76.38,Urban,1,Brick&Mortar,Married,3,39,4,female
1,245.35,Urban,0,Brick&Mortar,Married with children,5,50,2,both
3,132.18,Rural,0,Brick&Mortar,Married with children,6,33,5,male
11,79.65,Surburban,0,Web,Single,2,32,7,male
1,30.54,Urban,0,Brick&Mortar,Single,3,42,8,male
4,29.99,Rural,1,Brick&Mortar,Married,4,40,6,female
4,596.75,Urban,1,Social,Married with children,5,49,6,male
2,1227.03,Urban,1,Web,Married,1,19,7,female
12,227.84,Urban,1,Web,Single,4,40,1,male
6,42.45,Urban,1,Web,Married with children,1,20,8,female
10,56.02,Urban,0,Brick&Mortar,Married,3,28,5,male
8,195.16,Urban,1,Brick&Mortar,Single,4,29,6,female
7,29.99,Surburban,1,Brick&Mortar,Married,5,26,8,female
8,178.55,Urban,0,Web,Single,2,30,7,female
3,455.21,Surburban,1,Brick&Mortar,Married,3,46,1,male
5,743.36,Urban,1,Web,Married,2,18,10,both
6,569.91,Rural,1,Brick&Mortar,Married with children,3,23,2,male
6,38.42,Urban,0,Web,Single,5,47,7,female
1,391.07,Surburban,0,Brick&Mortar,Married with children,1,24,4,female
9,60.16,Urban,1,Web,Married,2,26,2,female
7,322.3,Rural,1,Social,Married,5,24,4,male
5,318.52,Urban,1,Brick&Mortar,Married with children,4,38,9,female
3,29.99,Rural,1,Web,Single,5,41,4,male
10,29.99,Urban,1,Web,Married with children,4,32,4,female
3,250.41,Surburban,1,Web,Married,5,52,2,both
2,86.58,Urban,0,Web,Married,5,45,9,female
6,155.01,Surburban,0,Web,Married with children,6,52,1,male
2,463.3,Urban,0,Social,Married with children,1,24,4,male
10,29.99,Urban,0,Web,Married with children,1,24,10,female
1,29.99,Urban,0,Web,Married with children,2,37,9,female
1,38.13,Surburban,1,Brick&Mortar,Single,2,19,7,male
10,29.99,Urban,1,Web,Married with children,4,37,2,female
2,167.12,Surburban,0,Brick&Mortar,Married with children,1,22,7,male
7,215.78,Urban,1,Web,Single,5,55,7,female
8,373.63,Surburban,0,Web,Married,6,31,3,female
10,303.5,Urban,0,Web,Married,1,53,10,male
3,189.23,Urban,0,Web,Single,3,40,10,male
8,88.79,Urban,0,Brick&Mortar,Married with children,6,55,7,female
9,29.99,Surburban,0,Brick&Mortar,Married,4,36,4,female
5,99.65,Surburban,0,Web,Married,1,29,2,male
10,29.99,Urban,1,Web,Married with children,3,36,8,female
4,428.19,Surburban,0,Social,Married,3,45,7,male
4,93.04,Surburban,1,Web,Married with children,5,54,2,female
2,1039.48,Urban,1,Brick&Mortar,Single,2,30,6,female
4,29.99,Urban,0,Web,Married,3,34,4,female
6,61.33,Urban,0,Brick&Mortar,Married,3,32,6,female
6,159.21,Urban,0,Web,Married,2,26,3,female
10,89.64,Urban,0,Web,Married,4,40,4,male
2,173.31,Rural,1,Web,Married with children,3,20,6,male
2,245.99,Surburban,1,Web,Married with children,4,38,10,female
10,86.21,Urban,0,Brick&Mortar,Married,1,28,7,female
1,388.18,Urban,1,Brick&Mortar,Single,3,32,3,male
12,147.93,Urban,0,Brick&Mortar,Single,5,49,10,female
6,138.72,Urban,0,Web,Married,3,25,6,male
6,120.88,Urban,0,Web,Single,2,28,8,male
2,29.99,Urban,0,Brick&Mortar,Married with children,2,54,9,female
9,618.43,Surburban,1,Social,Married with children,1,21,9,female
10,202.07,Rural,1,Brick&Mortar,Married with children,2,24,7,female
5,269.99,Surburban,0,Brick&Mortar,Married with children,1,46,10,both
6,29.99,Surburban,0,Brick&Mortar,Married,2,20,3,male
2,271.06,Rural,0,Brick&Mortar,Married,1,22,1,male
6,108.24,Urban,0,Web,Married,1,18,9,female
1,431.44,Surburban,1,Brick&Mortar,Single,4,48,7,female
5,205.73,Urban,1,Social,Single,4,41,4,both
10,178.03,Surburban,1,Brick&Mortar,Single,6,53,4,male
11,167.41,Rural,0,Brick&Mortar,Married,2,25,8,male
6,221.65,Surburban,1,Brick&Mortar,Married with children,1,22,7,male
8,111.77,Surburban,0,Web,Married with children,5,50,6,male
9,241.66,Urban,1,Social,Single,5,55,7,male
7,135.12,Surburban,1,Brick&Mortar,Married,6,50,7,male
11,348.65,Urban,1,Brick&Mortar,Married,1,54,7,male
9,139.28,Urban,0,Brick&Mortar,Single,5,50,5,female
4,401.29,Urban,0,Social,Single,4,31,10,both
2,206.53,Surburban,0,Social,Married,5,54,8,male
1,569.73,Surburban,1,Social,Married with children,1,23,2,male
5,152.31,Rural,0,Brick&Mortar,Single,1,21,10,male
7,29.99,Rural,0,Brick&Mortar,Married with children,6,55,8,male
5,90.6,Surburban,0,Web,Married,1,27,7,female
1,1054.89,Surburban,1,Social,Married,6,45,8,male
5,52.26,Urban,1,Web,Married,6,44,4,male
9,29.99,Urban,0,Brick&Mortar,Single,6,47,4,male
5,109.64,Surburban,0,Web,Single,2,18,9,female
9,29.99,Urban,1,Brick&Mortar,Single,6,40,1,male
10,178.64,Surburban,0,Web,Married with children,2,27,8,female
1,685.25,Urban,1,Social,Single,4,38,5,female
9,75.28,Urban,0,Web,Married,6,55,1,male
8,34.18,Surburban,0,Web,Married,4,36,7,female
5,403.67,Surburban,0,Web,Married,1,29,8,male
10,274.73,Surburban,0,Brick&Mortar,Married,6,50,7,male
4,29.99,Surburban,0,Web,Single,2,28,2,female
5,612.52,Surburban,1,Social,Married,4,36,8,female
1,821.3,Rural,1,Social,Married,2,22,9,female
5,223,Surburban,0,Web,Married,3,41,10,male
6,172.53,Rural,1,Brick&Mortar,Married with children,3,31,7,male
2,354.52,Surburban,0,Social,Married,2,27,8,female
12,882.78,Surburban,1,Social,Married,3,43,4,both
1,285.39,Surburban,0,Social,Married with children,4,36,3,male
3,82.07,Urban,0,Brick&Mortar,Married with children,5,51,10,female
10,29.99,Surburban,0,Web,Married with children,1,25,7,male
3,29.99,Surburban,0,Brick&Mortar,Married,4,32,4,male
12,88.73,Urban,1,Web,Married with children,2,20,8,male
10,29.99,Surburban,1,Brick&Mortar,Married,3,42,8,female
9,166.6,Urban,0,Brick&Mortar,Single,6,51,5,female
7,223.71,Urban,0,Brick&Mortar,Married,6,53,3,female
1,252.97,Surburban,1,Brick&Mortar,Single,3,38,7,male
3,51.11,Surburban,1,Brick&Mortar,Single,2,20,9,female
1,91.48,Surburban,1,Web,Single,5,45,5,male
12,212.87,Surburban,1,Web,Married,3,31,8,both
1,813.13,Rural,1,Web,Married,2,44,1,both
9,29.99,Surburban,0,Brick&Mortar,Single,3,44,3,male
8,143.47,Surburban,1,Brick&Mortar,Single,6,23,4,male
10,40.52,Surburban,0,Web,Married,2,20,1,female
2,29.99,Urban,0,Brick&Mortar,Single,2,20,6,female
1,577.17,Urban,1,Social,Single,3,43,9,male
2,29.99,Surburban,0,Brick&Mortar,Single,5,48,10,male
3,29.99,Urban,0,Web,Married,6,55,1,female
3,29.99,Urban,0,Web,Married with children,5,51,8,female
4,171.25,Rural,0,Web,Single,2,30,6,male
10,29.99,Rural,1,Brick&Mortar,Single,1,26,2,female
2,475.49,Surburban,0,Web,Married,3,38,5,female
12,205.9,Surburban,1,Web,Married with children,4,39,3,both
12,47.76,Surburban,0,Web,Single,4,43,5,female
2,30.17,Surburban,1,Brick&Mortar,Single,1,31,8,female
2,50.09,Rural,0,Web,Married with children,6,46,3,male
10,255.83,Surburban,0,Brick&Mortar,Single,2,29,3,female
9,208.46,Surburban,0,Brick&Mortar,Married,6,46,9,female
7,70.18,Urban,0,Brick&Mortar,Married,1,26,8,female
2,636.54,Rural,1,Social,Single,3,20,10,both
11,46.23,Surburban,0,Brick&Mortar,Single,6,26,3,female
10,56.73,Surburban,0,Brick&Mortar,Single,2,24,5,female
1,750.69,Urban,1,Web,Married,5,53,8,female
7,215.52,Urban,0,Web,Married with children,6,47,3,male
4,155.06,Rural,0,Web,Married with children,1,29,2,female
4,75,Surburban,0,Web,Married with children,5,29,2,female
9,223.46,Urban,1,Social,Married with children,1,23,3,male
3,1175.96,Urban,1,Brick&Mortar,Single,6,39,6,female
9,339.27,Urban,0,Web,Single,5,48,9,female
8,117.34,Rural,1,Web,Married,1,31,10,female
1,395.22,Surburban,0,Brick&Mortar,Married,6,54,4,male
9,413.86,Surburban,1,Brick&Mortar,Married,1,29,9,both
10,29.99,Urban,1,Brick&Mortar,Married,3,41,1,female
3,29.99,Urban,0,Brick&Mortar,Married with children,5,49,1,male
7,334.87,Urban,1,Social,Single,5,18,4,male
1,166.26,Urban,0,Web,Married,5,34,9,female
9,103.98,Surburban,1,Brick&Mortar,Single,3,36,4,female
10,113.43,Urban,0,Brick&Mortar,Married,2,28,5,female
5,187.17,Urban,0,Web,Married,4,32,1,male
1,314.33,Surburban,0,Brick&Mortar,Single,1,25,2,male
7,190.19,Urban,0,Brick&Mortar,Married,3,38,8,male
9,29.99,Rural,0,Web,Married,6,48,8,female
8,29.99,Surburban,1,Brick&Mortar,Single,2,41,7,female
2,1145.48,Urban,1,Social,Single,2,20,8,female
4,29.99,Surburban,1,Brick&Mortar,Married,2,25,1,female
10,75.66,Urban,1,Brick&Mortar,Married,4,51,3,female
4,46.64,Urban,1,Web,Married with children,4,41,4,female
3,506.29,Urban,1,Web,Married,2,24,4,male
12,98.77,Surburban,1,Brick&Mortar,Single,1,20,2,male
9,253.68,Rural,0,Social,Married with children,1,29,9,female
1,435.32,Urban,1,Brick&Mortar,Single,2,54,10,male
6,87.75,Urban,0,Web,Married with children,1,29,1,female
1,506.82,Surburban,1,Web,Single,3,50,1,female
8,114.25,Surburban,1,Web,Married,4,42,5,female
7,29.99,Urban,1,Brick&Mortar,Married,3,43,2,male
12,104.64,Urban,1,Brick&Mortar,Married,2,22,1,male
3,572.63,Urban,1,Web,Single,5,46,5,male
8,301.39,Rural,0,Brick&Mortar,Married with children,2,30,4,female
3,115.16,Urban,0,Brick&Mortar,Single,3,29,3,female
7,77.74,Urban,1,Web,Married with children,3,40,2,female
1,310.09,Urban,0,Social,Single,3,40,10,female
2,948.24,Surburban,1,Web,Married with children,6,28,1,female
7,104.16,Urban,1,Web,Married with children,4,30,2,female
5,29.99,Urban,0,Web,Married,3,35,6,male
2,188.11,Surburban,0,Web,Single,1,20,2,female
7,60.02,Surburban,1,Brick&Mortar,Married with children,3,40,1,male
11,181.07,Surburban,0,Web,Married,5,48,10,female
5,238.47,Urban,0,Web,Married with children,1,31,7,male
6,29.99,Surburban,1,Brick&Mortar,Married with children,4,41,8,male
8,116.31,Urban,0,Brick&Mortar,Married,2,26,5,male
10,156.56,Urban,1,Web,Single,1,23,5,male
2,100.18,Urban,0,Brick&Mortar,Married,2,22,6,female
5,57.75,Surburban,0,Web,Married with children,6,34,2,male
7,44.43,Surburban,0,Brick&Mortar,Single,4,34,6,female
1,29.99,Surburban,1,Brick&Mortar,Married with children,2,20,5,male
7,29.99,Urban,1,Web,Married,6,22,2,male
9,190.66,Surburban,0,Brick&Mortar,Single,2,29,6,male
6,732.9,Surburban,1,Web,Married with children,3,28,5,male
10,30.13,Urban,1,Brick&Mortar,Married with children,4,36,4,male
6,65,Surburban,1,Brick&Mortar,Married,4,40,5,male
1,683.62,Urban,1,Social,Single,5,26,3,both
7,336.81,Surburban,0,Web,Married with children,3,21,6,female
5,29.99,Surburban,1,Brick&Mortar,Married with children,4,33,3,female
1,67.99,Surburban,1,Web,Married,2,18,8,male
7,262.26,Urban,0,Web,Married,6,55,8,male
9,189.1,Surburban,0,Brick&Mortar,Married,6,46,7,female
6,62.47,Surburban,0,Web,Married with children,5,52,6,male
5,904.57,Surburban,1,Social,Married with children,3,43,2,male
6,225,Surburban,0,Web,Married,3,34,10,female
1,32.16,Urban,1,Brick&Mortar,Married,5,47,2,male
9,433.35,Surburban,0,Brick&Mortar,Married with children,4,41,2,both
7,134.67,Urban,1,Web,Married with children,3,36,2,male
2,220.84,Urban,0,Brick&Mortar,Single,2,22,9,both
7,29.99,Urban,1,Web,Single,4,45,4,male
3,163.35,Surburban,1,Web,Married with children,4,42,5,female
11,111.72,Urban,1,Web,Single,4,42,10,male
1,583.05,Urban,1,Social,Married,3,33,9,male
7,108.07,Urban,1,Brick&Mortar,Married,1,47,6,female
10,223.88,Surburban,0,Web,Married with children,1,23,4,male
5,142.32,Surburban,0,Web,Married with children,5,46,3,female
10,99.92,Urban,0,Brick&Mortar,Single,5,53,7,male
3,48.33,Surburban,0,Web,Single,3,31,7,female
11,219.04,Surburban,0,Brick&Mortar,Married with children,3,33,3,both
10,105.06,Rural,0,Brick&Mortar,Married,4,44,4,female
6,447.69,Surburban,0,Brick&Mortar,Married with children,6,55,3,female
11,29.99,Surburban,1,Web,Married with children,1,40,4,female
4,427.49,Surburban,0,Social,Married with children,5,51,7,female
8,301.48,Surburban,0,Social,Married with children,2,21,10,male
1,198.82,Urban,0,Web,Married with children,5,54,2,female
10,120.96,Surburban,1,Brick&Mortar,Married,2,31,3,female
8,342.9,Rural,0,Web,Married with children,4,23,5,male
10,606.05,Surburban,1,Social,Single,2,18,4,both
7,257.63,Urban,1,Social,Married with children,4,40,7,female
1,195.55,Surburban,0,Web,Single,5,55,6,male
9,125.09,Urban,1,Brick&Mortar,Single,6,52,7,male
8,282.65,Surburban,0,Social,Married with children,3,37,9,male
4,153.19,Urban,0,Web,Married with children,1,36,5,male
5,313.37,Urban,0,Web,Married with children,3,43,6,both
9,341.01,Urban,0,Social,Married,2,41,5,female
9,459.02,Urban,0,Social,Single,6,53,8,female
1,295.82,Urban,1,Social,Single,5,49,2,female
8,29.99,Surburban,1,Brick&Mortar,Married,6,45,7,female
6,77.32,Rural,0,Web,Single,6,49,8,male
10,82.15,Urban,1,Brick&Mortar,Single,6,38,3,female
4,185.14,Urban,0,Web,Single,2,24,7,male
6,260.59,Urban,1,Web,Married,3,37,4,female
11,128.43,Urban,1,Brick&Mortar,Single,5,44,6,male
9,29.99,Surburban,0,Brick&Mortar,Single,4,36,2,male
3,537.04,Urban,1,Brick&Mortar,Married with children,2,50,10,female
11,130.43,Surburban,1,Web,Married,5,52,9,female
2,128.35,Urban,0,Brick&Mortar,Single,1,30,3,female
10,29.99,Surburban,1,Brick&Mortar,Married with children,4,40,7,female
3,35.92,Urban,1,Brick&Mortar,Single,3,36,5,male
5,434.32,Urban,1,Brick&Mortar,Married,1,22,10,male
10,74.18,Surburban,1,Brick&Mortar,Married with children,2,29,7,female
11,490.3,Surburban,0,Social,Single,3,27,1,male
6,168.78,Surburban,1,Brick&Mortar,Single,3,36,7,female
2,383.47,Surburban,1,Brick&Mortar,Married with children,6,53,9,male
1,110.05,Surburban,0,Brick&Mortar,Married,3,51,2,female
2,89.46,Surburban,0,Web,Married,3,26,7,female
5,84.88,Surburban,1,Brick&Mortar,Married,1,25,7,male
2,29.99,Surburban,1,Web,Married with children,3,39,10,male
1,582.91,Rural,1,Brick&Mortar,Married with children,6,50,10,female
2,546.5,Urban,1,Social,Single,2,19,10,both
11,29.99,Surburban,1,Brick&Mortar,Single,1,28,8,female
10,29.99,Surburban,1,Web,Single,4,43,8,female
6,579.9,Urban,1,Social,Married with children,1,28,6,male
5,604.9,Rural,1,Brick&Mortar,Married,6,54,4,both
9,112.05,Surburban,1,Web,Single,2,19,6,female
9,35.49,Surburban,1,Web,Married with children,1,37,4,male
11,51.33,Surburban,1,Brick&Mortar,Married with children,2,27,9,female
9,375.91,Urban,0,Brick&Mortar,Married with children,5,54,10,male
8,163.84,Surburban,1,Web,Single,1,48,4,male
5,144.89,Urban,0,Web,Married with children,1,20,7,male
4,535.4,Rural,1,Social,Married with children,3,30,5,both
11,144.12,Urban,1,Brick&Mortar,Married,5,48,2,male
11,83.48,Urban,1,Web,Married,1,23,7,male
8,82.25,Surburban,0,Brick&Mortar,Married with children,5,32,6,male
8,50.16,Surburban,1,Web,Married,6,47,4,female
10,29.99,Urban,0,Web,Married,1,25,9,male
1,29.99,Urban,0,Brick&Mortar,Married,2,29,8,male
4,65.2,Surburban,0,Brick&Mortar,Married with children,3,43,4,male
10,154.71,Urban,1,Web,Married,5,47,4,female
4,65.23,Urban,0,Brick&Mortar,Married,6,55,2,female
10,29.99,Urban,0,Brick&Mortar,Married with children,2,30,9,male
9,116.2,Urban,0,Brick&Mortar,Married with children,3,42,8,male
1,806.91,Surburban,1,Social,Married,2,36,7,both
9,93.76,Surburban,1,Brick&Mortar,Single,2,49,2,male
2,612.97,Urban,1,Social,Married,4,55,3,both
7,64.92,Urban,1,Web,Married with children,4,33,10,male
12,54.87,Surburban,1,Brick&Mortar,Single,6,48,8,female
9,257.45,Urban,0,Web,Married,3,38,7,female
2,468.85,Urban,0,Brick&Mortar,Married with children,1,52,10,male
4,194.19,Surburban,1,Brick&Mortar,Married,5,54,10,male
9,206.07,Surburban,0,Brick&Mortar,Married with children,2,26,3,female
10,47.1,Rural,0,Brick&Mortar,Single,6,55,7,male
4,29.99,Urban,0,Web,Single,1,49,10,female
4,141.78,Surburban,0,Brick&Mortar,Married,1,29,2,female
2,42.77,Surburban,0,Web,Married,3,36,4,male
10,83.71,Surburban,1,Web,Single,4,40,4,male
12,107.54,Surburban,0,Brick&Mortar,Married with children,3,36,1,female
2,250.55,Urban,0,Brick&Mortar,Married,3,43,1,both
10,67.09,Surburban,0,Brick&Mortar,Single,4,43,10,male
1,227.59,Surburban,0,Brick&Mortar,Married,2,47,2,both
9,276.87,Urban,0,Web,Married with children,1,28,6,male
8,194.71,Surburban,0,Brick&Mortar,Single,5,52,3,female
7,29.99,Surburban,0,Web,Single,6,49,8,female
1,171.26,Surburban,1,Web,Married,5,47,6,male
11,259.8,Urban,1,Web,Single,4,35,2,female
10,204.91,Rural,1,Brick&Mortar,Married,1,23,7,female
1,1009.54,Rural,1,Web,Married,2,18,10,both
2,29.99,Urban,0,Brick&Mortar,Married with children,3,36,1,male
9,314.29,Surburban,0,Brick&Mortar,Single,4,37,5,female
1,771.77,Rural,1,Brick&Mortar,Single,2,23,5,both
12,104.96,Urban,0,Web,Married with children,1,51,4,male
6,145.62,Urban,0,Web,Single,4,25,7,male
2,135.96,Surburban,0,Web,Married with children,4,29,10,female
8,29.99,Urban,0,Brick&Mortar,Married,6,51,8,male
2,230.09,Urban,1,Brick&Mortar,Single,1,47,8,female
2,123.12,Surburban,0,Web,Married,6,49,7,male
1,391.73,Urban,0,Brick&Mortar,Married,4,18,9,female
1,317.7,Surburban,0,Web,Married,3,24,7,female
6,234.61,Urban,1,Web,Married,1,25,10,male
6,157.22,Rural,0,Brick&Mortar,Married with children,3,29,10,female
7,104.19,Urban,1,Web,Married with children,6,55,3,female
9,202.9,Urban,0,Brick&Mortar,Single,3,33,5,female
10,103.38,Surburban,0,Brick&Mortar,Single,5,49,6,male
9,40.9,Surburban,0,Brick&Mortar,Married with children,2,23,1,female
9,84.56,Surburban,0,Brick&Mortar,Married,1,31,6,female
7,34.4,Urban,0,Brick&Mortar,Married,5,50,3,female
7,168.43,Urban,1,Web,Single,2,26,4,male
1,877.02,Urban,1,Web,Married,5,23,6,female
2,36.43,Urban,1,Web,Single,2,26,6,female
10,107.23,Surburban,1,Brick&Mortar,Married with children,2,26,9,male
11,316.23,Urban,1,Brick&Mortar,Married with children,5,44,5,male
10,338.08,Rural,1,Web,Married,3,38,1,both
1,472.87,Urban,0,Web,Married,4,33,7,male
6,216.59,Surburban,0,Web,Married with children,1,22,3,male
2,38.49,Surburban,1,Brick&Mortar,Single,6,50,2,female
1,129.01,Urban,0,Brick&Mortar,Married with children,4,33,10,female
1,189.48,Urban,0,Web,Married with children,6,43,5,female
7,566.67,Surburban,1,Web,Single,4,33,4,male
10,30.46,Surburban,1,Brick&Mortar,Married,1,21,8,male
9,507.79,Urban,1,Web,Married,4,31,6,female
1,1364.92,Urban,1,Web,Single,1,43,4,both
9,418.04,Urban,0,Web,Married,6,54,9,female
10,202.17,Urban,0,Brick&Mortar,Married with children,2,26,3,female
11,29.99,Surburban,0,Brick&Mortar,Married with children,1,26,9,female
10,42.48,Urban,0,Brick&Mortar,Married with children,1,29,10,male
11,226.66,Surburban,1,Brick&Mortar,Married,3,55,1,both
3,493.2,Urban,0,Web,Married with children,1,25,1,both
12,349.55,Rural,0,Web,Married with children,4,44,7,female
4,29.99,Rural,0,Web,Single,3,51,9,male
9,29.99,Urban,0,Brick&Mortar,Married,1,35,8,male
3,188.58,Urban,0,Brick&Mortar,Married,1,25,4,male
8,401.14,Urban,0,Social,Single,2,23,8,male
2,184.92,Surburban,1,Brick&Mortar,Married with children,2,26,5,female
4,72.79,Surburban,1,Web,Married,5,28,7,male
4,312.68,Surburban,0,Brick&Mortar,Married,2,18,10,male
9,420.86,Urban,0,Brick&Mortar,Married with children,4,39,2,male
7,46.35,Surburban,1,Brick&Mortar,Married,6,33,9,female
4,125.07,Urban,0,Brick&Mortar,Married with children,2,21,8,male
2,1035.42,Surburban,1,Web,Single,6,48,6,male
9,172.77,Surburban,1,Web,Married with children,3,37,9,male
8,371.78,Urban,0,Social,Single,4,33,10,both
3,138.72,Rural,1,Brick&Mortar,Married with children,6,47,4,female
7,54.51,Surburban,1,Brick&Mortar,Married,1,21,3,male
4,111.26,Urban,1,Brick&Mortar,Married,3,32,1,female
6,170.3,Surburban,0,Brick&Mortar,Single,2,43,2,female
7,46.72,Surburban,0,Brick&Mortar,Single,4,41,4,female
5,231.25,Urban,0,Social,Married,1,21,2,female
8,34.8,Surburban,1,Brick&Mortar,Married,4,33,9,female
